501
   5.87334	   4.37270
   5.85410	   4.37725
   5.83482	   4.38162
   5.81551	   4.38582
   5.79616	   4.38984
   5.77679	   4.39368
   5.75738	   4.39735
   5.73794	   4.40084
   5.71848	   4.40416
   5.69898	   4.40730
   5.67946	   4.41027
   5.65991	   4.41306
   5.64033	   4.41568
   5.62073	   4.41812
   5.60109	   4.42039
   5.58144	   4.42248
   5.56175	   4.42440
   5.54205	   4.42615
   5.52231	   4.42772
   5.50256	   4.42912
   5.48278	   4.43035
   5.46298	   4.43140
   5.44316	   4.43228
   5.42332	   4.43299
   5.40345	   4.43352
   5.38358	   4.43388
   5.36369	   4.43408
   5.34378	   4.43409
   5.32387	   4.43394
   5.30395	   4.43362
   5.28402	   4.43313
   5.26409	   4.43246
   5.24415	   4.43163
   5.22422	   4.43062
   5.20428	   4.42945
   5.18435	   4.42810
   5.16443	   4.42659
   5.14451	   4.42491
   5.12460	   4.42306
   5.10470	   4.42104
   5.08481	   4.41885
   5.06494	   4.41650
   5.04508	   4.41398
   5.02525	   4.41129
   5.00543	   4.40843
   4.98564	   4.40541
   4.96587	   4.40222
   4.94613	   4.39886
   4.92641	   4.39534
   4.90673	   4.39166
   4.88708	   4.38781
   4.86746	   4.38381
   4.84787	   4.37964
   4.82833	   4.37531
   4.80882	   4.37082
   4.78935	   4.36618
   4.76993	   4.36138
   4.75055	   4.35643
   4.73121	   4.35133
   4.71193	   4.34607
   4.69269	   4.34066
   4.67350	   4.33510
   4.65437	   4.32940
   4.63529	   4.32354
   4.61627	   4.31754
   4.59731	   4.31140
   4.57841	   4.30511
   4.55957	   4.29868
   4.54079	   4.29211
   4.52208	   4.28539
   4.50343	   4.27854
   4.48486	   4.27155
   4.46636	   4.26442
   4.44792	   4.25716
   4.42956	   4.24976
   4.41126	   4.24222
   4.39304	   4.23455
   4.37488	   4.22674
   4.35679	   4.21880
   4.33877	   4.21072
   4.32082	   4.20251
   4.30293	   4.19416
   4.28510	   4.18567
   4.26735	   4.17705
   4.24966	   4.16830
   4.23203	   4.15942
   4.21446	   4.15040
   4.19696	   4.14124
   4.17953	   4.13195
   4.16215	   4.12253
   4.14484	   4.11298
   4.12759	   4.10329
   4.11040	   4.09347
   4.09327	   4.08352
   4.07620	   4.07343
   4.05919	   4.06322
   4.04224	   4.05287
   4.02535	   4.04239
   4.00852	   4.03178
   3.99175	   4.02104
   3.97504	   4.01018
   3.95840	   3.99918
   3.94183	   3.98807
   3.92532	   3.97683
   3.90889	   3.96547
   3.89252	   3.95398
   3.87623	   3.94238
   3.86002	   3.93067
   3.84388	   3.91883
   3.82782	   3.90689
   3.81185	   3.89483
   3.79595	   3.88265
   3.78014	   3.87037
   3.76442	   3.85798
   3.74878	   3.84548
   3.73323	   3.83288
   3.71777	   3.82017
   3.70240	   3.80736
   3.68713	   3.79444
   3.67195	   3.78143
   3.65687	   3.76832
   3.64189	   3.75511
   3.62701	   3.74181
   3.61223	   3.72841
   3.59755	   3.71491
   3.58296	   3.70133
   3.56847	   3.68766
   3.55408	   3.67390
   3.53978	   3.66005
   3.52557	   3.64612
   3.51145	   3.63210
   3.49742	   3.61800
   3.48349	   3.60382
   3.46964	   3.58956
   3.45587	   3.57522
   3.44220	   3.56081
   3.42860	   3.54632
   3.41509	   3.53176
   3.40167	   3.51713
   3.38832	   3.50243
   3.37505	   3.48765
   3.36186	   3.47282
   3.34875	   3.45791
   3.33572	   3.44294
   3.32276	   3.42791
   3.30987	   3.41282
   3.29706	   3.39767
   3.28432	   3.38246
   3.27165	   3.36719
   3.25905	   3.35187
   3.24652	   3.33648
   3.23407	   3.32104
   3.22169	   3.30554
   3.20937	   3.28998
   3.19713	   3.27437
   3.18497	   3.25869
   3.17287	   3.24296
   3.16084	   3.22717
   3.14889	   3.21132
   3.13701	   3.19541
   3.12520	   3.17945
   3.11346	   3.16342
   3.10179	   3.14734
   3.09019	   3.13120
   3.07867	   3.11501
   3.06721	   3.09875
   3.05583	   3.08244
   3.04452	   3.06607
   3.03329	   3.04964
   3.02212	   3.03315
   3.01102	   3.01660
   3.00000	   3.00000
